Τμήμα;Γεωγραφικό πλάτος (μοίρες);Γεωγραφικό μήκος (μοίρες);Χρόνος;
kostantinos;37975,685;23723975;21:35:04;
phillip;37980469;23732708;21:35:04;
kostantinos;3797,569;2372400167;21:35:05;
elena;;;21:35:05;get ready
elena;;;21:35:05;ok..now we did cleaned out our log
elena;;;21:35:05;google rules!!!
kostantinos;379756916,7;2372402667;21:35:06;
kostantinos;379756933,3;2372405667;21:35:07;
alex;37977511;23721287;21:35:08;
kostantinos;379756916,7;2372408667;21:35:08;
elena;;;21:35:08;get ready
elena;;;21:35:08;ok..now we did cleaned out our log
elena;;;21:35:08;google rules!!!
alex;37977522;23721287;21:35:09;
alex;;;21:35:10;ok..now we did cleaned out our log
kostantinos;3797569833;23724125;21:35:10;
kostantinos;379756883,3;2372414;21:35:11;
alex;3797755;23721272;21:35:11;
elisavet;37976886;23727575;21:35:11;
elena;;;21:35:11;get ready
elena;;;21:35:11;ok..now we did cleaned out our log
elena;;;21:35:11;google rules!!!
alex;37977566;23721266;21:35:12;
kostantinos;3797567667;2372413167;21:35:12;
kostantinos;379756716,7;2372414167;21:35:13;
kostantinos;379756716,7;23724155;21:35:14;
phillip;37980552;23732663;21:35:14;
elena;;;21:35:14;get ready
elena;;;21:35:14;ok..now we did cleaned out our log
elena;;;21:35:14;google rules!!!
kostantinos;3797567833;2372417833;21:35:15;
alex;37977609;23721255;21:35:16;
danja;37979708;23730824;21:35:16;
kostantinos;3797567833;2372419167;21:35:16;
alex;37977622;2372126;21:35:17;
kostantinos;3797567833;2372420167;21:35:17;
kostantinos;37975,685;2372422333;21:35:18;
elisavet;37976926;23727465;21:35:19;
kostantinos;37975,695;2372424833;21:35:19;
alex;;;21:35:19;google rules!!!
alex;;;21:35:20;get ready
kostantinos;3797570333;2372427833;21:35:20;
kostantinos;379757;2372429;21:35:21;
alex;37977662;23721281;21:35:21;
alex;37977671;23721284;21:35:22;
kostantinos;379756616,7;2372428333;21:35:23;
alex;;;21:35:23;ok..now we did cleaned out our log
alex;;;21:35:23;google rules!!!
alex;;;21:35:23;get ready
alex;37977685;23721296;21:35:24;
elisavet;37976963;23727343;21:35:24;
kostantinos;3797565167;2372429167;21:35:24;
alex;;;21:35:25;ok..now we did cleaned out our log
kostantinos;37975,645;23724295;21:35:25;
phillip;37980616;23732573;21:35:25;
kostantinos;3797,564;2372429167;21:35:26;
elena;37977904;23721660;21:35:27;
elena;37977904;23721660;21:35:27;
kostantinos;379756366,7;2372428833;21:35:27;
alex;37977708;2372135;21:35:28;
kostantinos;37975,635;2372429;21:35:28;
alex;37977707;23721483;21:35:29;
kostantinos;3797563333;23724295;21:35:29;
alex;37977755;23721477;21:35:30;
kostantinos;379756183,3;2372426333;21:35:30;
alex;37977804;23721469;21:35:31;
alex;;;21:35:31;ok..now we did cleaned out our log
alex;;;21:35:31;get ready
alex;37977839;23721482;21:35:32;
kostantinos;379756166,7;2372428667;21:35:32;
alex;37977845;23721501;21:35:33;
kostantinos;379756166,7;2372431333;21:35:33;
kostantinos;379756216,7;2372433667;21:35:34;
phillip;37980673;23732473;21:35:35;
kostantinos;37975,625;2372434667;21:35:35;
kostantinos;379756283,3;2372436167;21:35:36;
alex;37977882;23721484;21:35:37;
alex;379779;23721471;21:35:38;
kostantinos;379756433,3;23724375;21:35:38;
kostantinos;3797565333;2372434833;21:35:39;
alex;37977925;2372151;21:35:40;
kostantinos;3797,566;2372433167;21:35:40;
alex;37977918;23721532;21:35:41;
kostantinos;379756666,7;2372432833;21:35:41;
elisavet;37977096;23727319;21:35:42;
kostantinos;3797,566;2372433833;21:35:42;
kostantinos;3797,565;23724335;21:35:43;
alex;;;21:35:43;ok..now we did cleaned out our log
alex;;;21:35:43;google rules!!!
alex;;;21:35:43;get ready
alex;37977936;23721576;21:35:44;
phillip;37980759;23732412;21:35:44;
kostantinos;37975,645;2372433167;21:35:44;
alex;37977935;23721603;21:35:45;
kostantinos;3797,564;2372432667;21:35:45;
kostantinos;379756366,7;2372433;21:35:46;
kostantinos;3797565833;2372441833;21:35:48;
kostantinos;37975,675;2372448833;21:35:50;
kostantinos;379756883,3;2372457;21:35:52;
alex;;;21:35:53;ok..now we did cleaned out our log
alex;;;21:35:53;get ready
kostantinos;37975,685;23724575;21:35:53;
kostantinos;3797568333;2372458333;21:35:54;
phillip;37980849;23732373;21:35:55;
alex;3797792;2372165;21:35:56;
kostantinos;3797572333;23724605;21:35:56;
alex;3797791;23721669;21:35:57;
elisavet;37977207;23727366;21:35:57;
kostantinos;379757383,3;2372461167;21:35:57;
kostantinos;379757533,3;2372462;21:35:58;
alex;37977891;23721689;21:35:58;
alex;37977868;23721726;21:35:59;
kostantinos;379757583,3;2372463667;21:35:59;
alex;37977838;23721774;21:36:00;
kostantinos;3797576667;2372465167;21:36:00;
kostantinos;379757716,7;2372465833;21:36:01;
alex;37977816;23721819;21:36:02;
kostantinos;37975,775;2372466167;21:36:02;
alex;37977814;23721836;21:36:03;
kostantinos;3797,577;2372468333;21:36:03;
kostantinos;3797576833;2372469167;21:36:04;
alex;3797784;23721847;21:36:05;
alex;3797786;23721857;21:36:06;
phillip;37980899;23732267;21:36:06;
kostantinos;3797576833;2372469667;21:36:06;
elena;37978052;23721833;21:36:07;
elena;37978052;23721833;21:36:07;
kostantinos;37975,765;2372471833;21:36:07;
alex;37977877;23721899;21:36:08;
kostantinos;3797,576;23724725;21:36:08;
alex;379779;23721934;21:36:09;
kostantinos;379757566,7;2372473;21:36:10;
alex;37977906;23721975;21:36:10;
alex;3797794;23722023;21:36:11;
kostantinos;379757333,3;2372475667;21:36:11;
alex;37978015;23722062;21:36:12;
elisavet;37977433;23727364;21:36:12;
kostantinos;3797572333;2372476333;21:36:12;
kostantinos;379757183,3;23724765;21:36:13;
alex;37978037;23722092;21:36:14;
alex;37978056;23722106;21:36:15;
kostantinos;3797,572;23724785;21:36:15;
kostantinos;379757266,7;2372479;21:36:16;
alex;37978085;23722132;21:36:16;
kostantinos;379757316,7;2372479;21:36:17;
alex;37978109;23722148;21:36:17;
kostantinos;379757366,7;2372479;21:36:18;
kostantinos;379757183,3;237248;21:36:19;
alex;37978138;23722177;21:36:19;
elina;37977951;23730909;21:36:19;
alex;37978152;23722187;21:36:20;
kostantinos;379757116,7;23724805;21:36:20;
kostantinos;3797,571;2372480833;21:36:22;
alex;37978178;2372222;21:36:23;
alex;37978186;23722228;21:36:24;
elisavet;37977545;23727450;21:36:24;
kostantinos;3797,565;2372484167;21:36:24;
kostantinos;379756416,7;23724845;21:36:25;
kostantinos;3797563333;23724845;21:36:26;
phillip;37980787;23731950;21:36:26;
kostantinos;3797,558;2372486;21:36:28;
alex;37978161;23722255;21:36:28;
kostantinos;379755733,3;2372485667;21:36:29;
alex;37978123;23722251;21:36:30;
phillip;37980745;23731837;21:36:30;
kostantinos;37975,565;2372485167;21:36:30;
kostantinos;3797556667;2372486833;21:36:31;
alex;37978154;2372224;21:36:32;
kostantinos;3797556833;2372488167;21:36:32;
kostantinos;3797,557;2372489;21:36:33;
alex;3797817;23722234;21:36:33;
kostantinos;3797,557;2372489667;21:36:34;
kostantinos;3797,556;2372491167;21:36:35;
kostantinos;3797,555;2372492333;21:36:36;
kostantinos;3797554333;2372492833;21:36:37;
alex;37978202;23722259;21:36:38;
kostantinos;379755366,7;2372493167;21:36:38;
alex;3797821;23722275;21:36:39;
phillip;37980742;23731713;21:36:39;
kostantinos;379755333,3;2372495167;21:36:39;
kostantinos;3797,553;2372496;21:36:40;
alex;3797823;23722306;21:36:41;
kostantinos;379755283,3;2372496333;21:36:41;
alex;37978247;23722325;21:36:42;
kostantinos;379755283,3;2372496667;21:36:42;
alex;;;21:36:44;get ready
alex;37978239;23722366;21:36:44;
kostantinos;379755133,3;2372501833;21:36:44;
alex;37978228;23722387;21:36:45;
phillip;37980767;23731599;21:36:45;
kostantinos;379755066,7;2372502667;21:36:45;
alex;;;21:36:46;ok..now we did cleaned out our log
alex;;;21:36:46;google rules!!!
alex;;;21:36:46;get ready
kostantinos;379755066,7;2372503167;21:36:46;
elena;37978147;23722444;21:36:47;
elena;37978147;23722444;21:36:47;
alex;;;21:36:47;ok..now we did cleaned out our log
alex;;;21:36:47;google rules!!!
kostantinos;3797550167;23725085;21:36:48;
alex;;;21:36:49;ok..now we did cleaned out our log
alex;;;21:36:49;google rules!!!
alex;;;21:36:49;get ready
danja;;;21:36:49;new journey, new era
kostantinos;3797550167;2372509167;21:36:49;
alex;;;21:36:50;ok..now we did cleaned out our log
alex;;;21:36:50;google rules!!!
alex;;;21:36:50;get ready
kostantinos;379755;23725095;21:36:50;
kostantinos;3797,549;2372511;21:36:51;
phillip;37980761;23731459;21:36:51;
kostantinos;379754833,3;2372511667;21:36:52;
phillip;;;21:36:52;how far can netless reach
alex;;;21:36:53;ok..now we did cleaned out our log
alex;;;21:36:53;google rules!!!
alex;;;21:36:53;get ready
kostantinos;379754816,7;2372512;21:36:53;
alex;3797825;23722434;21:36:53;
alex;37978257;23722435;21:36:54;
elisavet;37977799;23727611;21:36:54;
kostantinos;379754816,7;2372512167;21:36:54;
alex;;;21:36:56;google rules!!!
alex;;;21:36:56;get ready
elena;37978292;23722552;21:36:56;
elena;37978292;23722552;21:36:56;
phillip;37980758;23731337;21:36:56;
kostantinos;379754916,7;2372522333;21:36:56;
kostantinos;37975,505;2372533667;21:36:58;
danja;;;21:36:58;how far can netless reach
alex;;;21:36:59;ok..now we did cleaned out our log
alex;;;21:36:59;google rules!!!
alex;;;21:36:59;get ready
phillip;37980720;23731743;21:37:00;
kostantinos;3797549667;2372542333;21:37:00;
alex;37978296;23722443;21:37:01;
alex;;;21:37:02;ok..now we did cleaned out our log
alex;;;21:37:02;google rules!!!
alex;;;21:37:02;get ready
alex;37978302;23722446;21:37:02;
phillip;37980685;23731331;21:37:02;
kostantinos;3797550167;2372552167;21:37:02;
elena;;;21:37:02;get ready
elena;;;21:37:02;ok..now we did cleaned out our log
elena;;;21:37:02;google rules!!!
danja;37980177;23731259;21:37:04;
kostantinos;37975,485;2372556833;21:37:04;
danja;;;21:37:04;how far can netless reach
alex;;;21:37:05;ok..now we did cleaned out our log
alex;;;21:37:05;google rules!!!
alex;;;21:37:05;get ready
kostantinos;379754816,7;2372558667;21:37:05;
alex;37978332;23722472;21:37:06;
kostantinos;379754683,3;2372560667;21:37:06;
elena;;;21:37:06;google rules!!!
danja;;;21:37:07;how far can netless reach
danja;;;21:37:07;new journey, new era
danja;;;21:37:07;free urban node
alex;37978342;23722481;21:37:07;
kostantinos;37975,465;2372562833;21:37:07;
phillip;;;21:37:07;free urban node
phillip;;;21:37:07;new journey, new era
alex;;;21:37:08;ok..now we did cleaned out our log
alex;;;21:37:08;google rules!!!
alex;;;21:37:08;get ready
kostantinos;37975,465;2372565333;21:37:08;
phillip;;;21:37:08;how far can netless reach
kostantinos;379754633,3;23725675;21:37:09;
elena;;;21:37:09;get ready
elena;;;21:37:09;ok..now we did cleaned out our log
elena;;;21:37:09;google rules!!!
danja;;;21:37:10;how far can netless reach
danja;;;21:37:10;free urban node
kostantinos;3797,546;2372567667;21:37:10;
phillip;;;21:37:10;free urban node
phillip;;;21:37:10;new journey, new era
kostantinos;37975,455;2372567167;21:37:11;
alex;;;21:37:11;ok..now we did cleaned out our log
alex;;;21:37:11;google rules!!!
alex;;;21:37:11;get ready
phillip;;;21:37:11;how far can netless reach
alex;3797837;23722522;21:37:12;
kostantinos;3797545167;2372566667;21:37:12;
alex;37978367;23722527;21:37:13;
phillip;37980699;23731213;21:37:13;
kostantinos;37975,445;2372566167;21:37:13;
danja;;;21:37:13;how far can netless reach
danja;;;21:37:13;new journey, new era
danja;;;21:37:13;free urban node
phillip;;;21:37:13;free urban node
alex;;;21:37:14;ok..now we did cleaned out our log
alex;;;21:37:14;google rules!!!
alex;;;21:37:14;get ready
kostantinos;37975,445;2372565333;21:37:14;
phillip;;;21:37:14;how far can netless reach
kostantinos;379754366,7;2372563167;21:37:15;
danja;;;21:37:16;how far can netless reach
danja;;;21:37:16;free urban node
kostantinos;3797542667;23725615;21:37:16;
elisavet;37977782;23727840;21:37:16;
danja;37980289;23730756;21:37:16;
kostantinos;379754183,3;237256;21:37:17;
danja;37980289;23730807;21:37:17;
alex;;;21:37:17;google rules!!!
alex;;;21:37:17;get ready
phillip;;;21:37:17;free urban node
phillip;;;21:37:17;new journey, new era
phillip;;;21:37:17;how far can netless reach
kostantinos;379754166,7;23725595;21:37:18;
danja;37980278;23730873;21:37:18;
danja;37980259;23730968;21:37:19;
kostantinos;379754183,3;2372558667;21:37:19;
elena;;;21:37:19;ok..now we did cleaned out our log
alex;;;21:37:20;ok..now we did cleaned out our log
alex;;;21:37:20;google rules!!!
alex;;;21:37:20;get ready
danja;;;21:37:20;how far can netless reach
danja;;;21:37:20;new journey, new era
danja;;;21:37:20;free urban node
phillip;37980668;23731100;21:37:20;
kostantinos;3797540833;2372558667;21:37:20;
phillip;;;21:37:20;free urban node
phillip;;;21:37:20;how far can netless reach
kostantinos;3797,541;2372558667;21:37:21;
kostantinos;37975,415;2372559;21:37:22;
danja;37980239;23731012;21:37:22;
elena;;;21:37:22;google rules!!!
danja;37980232;23731021;21:37:23;
kostantinos;3797541167;2372558333;21:37:23;
alex;;;21:37:23;ok..now we did cleaned out our log
danja;;;21:37:23;how far can netless reach
phillip;;;21:37:23;free urban node
phillip;;;21:37:23;new journey, new era
phillip;;;21:37:23;how far can netless reach
danja;37980225;23731028;21:37:24;
danja;37980185;23731383;21:37:25;
kostantinos;3797539333;2372554167;21:37:25;
alex;;;21:37:26;ok..now we did cleaned out our log
alex;;;21:37:26;get ready
danja;;;21:37:26;how far can netless reach
danja;;;21:37:26;new journey, new era
danja;;;21:37:26;free urban node
danja;37980179;23731422;21:37:26;
kostantinos;3797538833;2372554667;21:37:26;
phillip;;;21:37:26;free urban node
phillip;;;21:37:26;new journey, new era
phillip;;;21:37:26;how far can netless reach
elina;37977880;23730984;21:37:27;
phillip;37980728;23731008;21:37:27;
danja;37980149;23731427;21:37:27;
kostantinos;3797536667;2372554667;21:37:27;
kostantinos;379753;2372555833;21:37:29;
alex;;;21:37:29;ok..now we did cleaned out our log
alex;;;21:37:29;google rules!!!
alex;;;21:37:29;get ready
danja;;;21:37:29;how far can netless reach
danja;;;21:37:29;new journey, new era
danja;;;21:37:29;free urban node
phillip;;;21:37:29;free urban node
phillip;;;21:37:29;new journey, new era
phillip;;;21:37:29;how far can netless reach
elena;;;21:37:29;get ready
elena;;;21:37:29;ok..now we did cleaned out our log
kostantinos;37975,295;2372556;21:37:30;
kostantinos;3797527833;2372555667;21:37:31;
alex;37978389;23722569;21:37:32;
elena;37978507;23722741;21:37:32;
elena;37978507;23722741;21:37:32;
kostantinos;379752666,7;2372555667;21:37:32;
alex;;;21:37:32;ok..now we did cleaned out our log
danja;;;21:37:32;how far can netless reach
danja;;;21:37:32;free urban node
phillip;;;21:37:32;free urban node
phillip;;;21:37:32;new journey, new era
phillip;;;21:37:32;how far can netless reach
alex;37978392;23722577;21:37:33;
kostantinos;379752666,7;23725555;21:37:33;
phillip;37980799;23730919;21:37:33;
danja;37980107;23731446;21:37:33;
danja;37980105;23731444;21:37:34;
kostantinos;379752566,7;2372555333;21:37:34;
alex;;;21:37:35;ok..now we did cleaned out our log
alex;;;21:37:35;google rules!!!
alex;;;21:37:35;get ready
danja;;;21:37:35;how far can netless reach
danja;;;21:37:35;new journey, new era
danja;;;21:37:35;free urban node
kostantinos;3797525333;23725555;21:37:35;
phillip;;;21:37:35;free urban node
phillip;;;21:37:35;new journey, new era
phillip;;;21:37:35;how far can netless reach
kostantinos;379752466,7;2372554833;21:37:36;
alex;37978405;23722618;21:37:37;
kostantinos;379752466,7;23725545;21:37:37;
danja;;;21:37:38;how far can netless reach
danja;;;21:37:38;new journey, new era
danja;;;21:37:38;free urban node
alex;37978409;2372263;21:37:38;
elisavet;37977990;23728300;21:37:38;
kostantinos;379752383,3;2372553833;21:37:38;
phillip;;;21:37:38;new journey, new era
phillip;;;21:37:38;how far can netless reach
kostantinos;3797522667;23725525;21:37:39;
alex;37978398;23722659;21:37:40;
kostantinos;379752233,3;2372551667;21:37:40;
danja;;;21:37:41;how far can netless reach
danja;;;21:37:41;new journey, new era
danja;;;21:37:41;free urban node
alex;3797838;23722677;21:37:41;
kostantinos;3797,522;2372551167;21:37:41;
phillip;;;21:37:41;free urban node
phillip;;;21:37:41;new journey, new era
phillip;;;21:37:41;how far can netless reach
kostantinos;3797521333;2372551;21:37:42;
phillip;37980877;23730852;21:37:42;
alex;37978353;23722708;21:37:43;
kostantinos;379751933,3;2372551333;21:37:43;
alex;37978346;23722723;21:37:44;
kostantinos;379751766,7;2372551667;21:37:44;
alex;;;21:37:44;ok..now we did cleaned out our log
alex;;;21:37:44;get ready
danja;;;21:37:44;how far can netless reach
danja;;;21:37:44;free urban node
phillip;;;21:37:44;free urban node
phillip;;;21:37:44;new journey, new era
phillip;;;21:37:44;how far can netless reach
kostantinos;379751666,7;2372551833;21:37:45;
kostantinos;3797,516;2372552;21:37:46;
danja;;;21:37:47;how far can netless reach
danja;;;21:37:47;free urban node
kostantinos;3797516167;2372552;21:37:47;
alex;37978343;23722779;21:37:47;
phillip;;;21:37:47;how far can netless reach
alex;37978345;23722797;21:37:48;
alex;;;21:37:48;ok..now we did cleaned out our log
alex;;;21:37:48;get ready
kostantinos;3797,511;2372553167;21:37:49;
danja;;;21:37:50;how far can netless reach
kostantinos;379750866,7;2372554;21:37:50;
phillip;;;21:37:50;free urban node
phillip;;;21:37:50;new journey, new era
phillip;;;21:37:50;how far can netless reach
alex;;;21:37:51;ok..now we did cleaned out our log
alex;;;21:37:51;google rules!!!
alex;;;21:37:51;get ready
alex;37978333;23722839;21:37:51;
phillip;37980964;23730784;21:37:51;
kostantinos;379750683,3;2372555333;21:37:51;
alex;37978328;23722857;21:37:52;
kostantinos;3797,505;2372557167;21:37:52;
danja;;;21:37:53;how far can netless reach
kostantinos;379750383,3;23725585;21:37:53;
danja;37980083;23731445;21:37:53;
phillip;;;21:37:53;new journey, new era
alex;;;21:37:54;ok..now we did cleaned out our log
alex;;;21:37:54;google rules!!!
alex;;;21:37:54;get ready
elena;37978523;23722876;21:37:54;
elena;37978523;23722876;21:37:54;
kostantinos;3797503167;23725605;21:37:54;
danja;3798022;23731776;21:37:54;
kostantinos;37975,025;2372562;21:37:55;
elisavet;37978500;23728388;21:37:55;
danja;37980233;23731897;21:37:55;
danja;3798023;23731898;21:37:56;
kostantinos;3797,502;2372563167;21:37:56;
phillip;;;21:37:56;free urban node
phillip;;;21:37:56;new journey, new era
phillip;;;21:37:56;how far can netless reach
alex;;;21:37:57;google rules!!!
danja;37980185;237319;21:37:57;
kostantinos;37975,015;2372564167;21:37:57;
phillip;37981059;23730754;21:37:58;
elina;37977861;23731084;21:37:58;
kostantinos;379750133,3;2372565667;21:37:58;
danja;;;21:37:59;how far can netless reach
kostantinos;37975;2372564333;21:37:59;
phillip;;;21:37:59;free urban node
phillip;;;21:37:59;new journey, new era
elena;;;21:37:59;get ready
alex;;;21:38:00;ok..now we did cleaned out our log
alex;;;21:38:00;get ready
kostantinos;379749983,3;2372566333;21:38:00;
kostantinos;37975;2372569333;21:38:01;
danja;;;21:38:02;how far can netless reach
danja;;;21:38:02;new journey, new era
danja;;;21:38:02;free urban node
alex;37978341;23722886;21:38:02;
elisavet;37978010;23728372;21:38:02;
kostantinos;379749983,3;2372571333;21:38:02;
elena;;;21:38:02;get ready
elena;;;21:38:02;ok..now we did cleaned out our log
alex;37978368;23722956;21:38:03;
kostantinos;379749966,7;23725735;21:38:03;
alex;;;21:38:03;ok..now we did cleaned out our log
alex;;;21:38:03;google rules!!!
alex;;;21:38:03;get ready
phillip;;;21:38:03;free urban node
phillip;;;21:38:03;how far can netless reach
kostantinos;379749966,7;23725755;21:38:04;
danja;;;21:38:05;how far can netless reach
kostantinos;37974,995;2372576833;21:38:05;
alex;;;21:38:06;ok..now we did cleaned out our log
alex;;;21:38:06;google rules!!!
alex;;;21:38:06;get ready
kostantinos;379749916,7;2372578667;21:38:06;
phillip;;;21:38:06;free urban node
phillip;;;21:38:06;how far can netless reach
danja;37980144;23731878;21:38:07;
kostantinos;3797498833;2372580667;21:38:07;
kostantinos;3797498333;23725825;21:38:08;
danja;3798014;23731877;21:38:08;
danja;;;21:38:08;free urban node
phillip;;;21:38:08;free urban node
phillip;;;21:38:08;new journey, new era
phillip;;;21:38:08;how far can netless reach
elena;;;21:38:08;get ready
alex;;;21:38:09;ok..now we did cleaned out our log
alex;;;21:38:09;google rules!!!
alex;;;21:38:09;get ready
kostantinos;3797,498;23725845;21:38:09;
elena;;;21:38:09;ok..now we did cleaned out our log
elena;;;21:38:09;google rules!!!
kostantinos;3797498167;2372586;21:38:10;
danja;;;21:38:11;how far can netless reach
kostantinos;379749783,3;23725875;21:38:11;
phillip;;;21:38:11;new journey, new era
elena;;;21:38:11;get ready
elena;;;21:38:11;ok..now we did cleaned out our log
alex;;;21:38:12;ok..now we did cleaned out our log
alex;;;21:38:12;google rules!!!
alex;;;21:38:12;get ready
kostantinos;379749733,3;2372588833;21:38:12;
elena;;;21:38:12;google rules!!!
kostantinos;37974,965;23725895;21:38:13;
elisavet;37977847;23728482;21:38:13;
kostantinos;3797,496;2372590667;21:38:14;
kostantinos;3797495667;2372591833;21:38:15;
alex;;;21:38:15;google rules!!!
alex;;;21:38:15;get ready
phillip;;;21:38:15;new journey, new era
kostantinos;3797,495;2372593000;21:38:16;
danja;;;21:38:17;how far can netless reach
kostantinos;379749466,7;2372594;21:38:17;
alex;;;21:38:18;ok..now we did cleaned out our log
alex;;;21:38:18;google rules!!!
alex;;;21:38:18;get ready
kostantinos;3797,494;2372594167;21:38:18;
phillip;;;21:38:18;free urban node
phillip;;;21:38:18;new journey, new era
phillip;;;21:38:18;how far can netless reach
kostantinos;3797493833;2372595667;21:38:19;
kostantinos;3797494167;2372599;21:38:20;
danja;;;21:38:20;how far can netless reach
alex;;;21:38:21;ok..now we did cleaned out our log
alex;;;21:38:21;google rules!!!
alex;;;21:38:21;get ready
kostantinos;37974,935;2372598833;21:38:21;
phillip;;;21:38:21;new journey, new era
phillip;;;21:38:21;how far can netless reach
kostantinos;37974,935;2372600167;21:38:22;
danja;;;21:38:23;how far can netless reach
kostantinos;379749316,7;2372602;21:38:23;
alex;;;21:38:24;ok..now we did cleaned out our log
alex;;;21:38:24;google rules!!!
alex;;;21:38:24;get ready
elisavet;37977753;23728566;21:38:24;
kostantinos;379749283,3;2372603333;21:38:24;
kostantinos;37974,925;2372604333;21:38:25;
kostantinos;379749216,7;23726055;21:38:26;
kostantinos;3797491833;23726065;21:38:27;
alex;;;21:38:27;ok..now we did cleaned out our log
alex;;;21:38:27;google rules!!!
alex;;;21:38:27;get ready
kostantinos;3797491167;2372607333;21:38:28;
kostantinos;379749066,7;2372609167;21:38:29;
alex;;;21:38:30;ok..now we did cleaned out our log
alex;;;21:38:30;google rules!!!
alex;;;21:38:30;get ready
danja;;;21:38:30;how far can netless reach
kostantinos;37974,905;2372612167;21:38:30;
elena;;;21:38:30;get ready
elena;;;21:38:30;ok..now we did cleaned out our log
elena;;;21:38:30;google rules!!!
kostantinos;379749033,3;2372614;21:38:31;
elena;;;21:38:31;ok..now we did cleaned out our log
elena;;;21:38:31;google rules!!!
kostantinos;379749016,7;2372616167;21:38:32;
elisavet;37977682;23728668;21:38:33;
kostantinos;379749;2372617833;21:38:33;
alex;;;21:38:33;ok..now we did cleaned out our log
alex;;;21:38:33;google rules!!!
alex;;;21:38:33;get ready
danja;;;21:38:33;new journey, new era
kostantinos;3797489667;237262;21:38:34;
kostantinos;3797489333;2372621833;21:38:35;
alex;;;21:38:36;google rules!!!
alex;;;21:38:36;get ready
danja;;;21:38:36;free urban node
kostantinos;379748766,7;2372620667;21:38:36;
elena;37978614;23723034;21:38:37;
elena;37978614;23723034;21:38:37;
kostantinos;3797487167;2372621833;21:38:37;
elisavet;37977666;23728784;21:38:38;
kostantinos;379748633,3;2372622167;21:38:38;
kostantinos;379748583,3;23726235;21:38:39;
alex;;;21:38:39;ok..now we did cleaned out our log
alex;;;21:38:39;google rules!!!
alex;;;21:38:39;get ready
elena;;;21:38:39;google rules!!!
kostantinos;379748566,7;2372626333;21:38:40;
elisavet;37977614;23728896;21:38:41;
kostantinos;3797,486;2372629833;21:38:41;
alex;;;21:38:42;ok..now we did cleaned out our log
alex;;;21:38:42;google rules!!!
alex;;;21:38:42;get ready
danja;;;21:38:42;how far can netless reach
kostantinos;379748616,7;2372632833;21:38:42;
phillip;;;21:38:42;free urban node
elena;;;21:38:42;get ready
elisavet;37977591;23729040;21:38:43;
kostantinos;379748633,3;2372635167;21:38:43;
alex;37978389;23723003;21:38:44;
elena;37978687;23723106;21:38:44;
elena;37978687;23723106;21:38:44;
kostantinos;379748633,3;2372637167;21:38:44;
alex;37978377;23723015;21:38:45;
kostantinos;379748633,3;2372638833;21:38:45;
danja;;;21:38:45;how far can netless reach
elena;;;21:38:45;ok..now we did cleaned out our log
alex;;;21:38:46;ok..now we did cleaned out our log
kostantinos;379748566,7;2372641167;21:38:47;
danja;;;21:38:48;how far can netless reach
alex;37978361;23723038;21:38:48;
elisavet;37977550;23729184;21:38:48;
phillip;;;21:38:48;free urban node
phillip;;;21:38:48;how far can netless reach
alex;;;21:38:49;ok..now we did cleaned out our log
alex;;;21:38:49;google rules!!!
alex;;;21:38:49;get ready
kostantinos;3797482833;237264;21:38:49;
alex;37978338;23723053;21:38:49;
kostantinos;37974,825;2372641667;21:38:50;
kostantinos;379748183,3;2372642;21:38:51;
alex;37978311;23723072;21:38:51;
danja;;;21:38:51;how far can netless reach
elena;;;21:38:51;get ready
elena;;;21:38:51;ok..now we did cleaned out our log
elena;;;21:38:51;google rules!!!
alex;37978301;23723086;21:38:52;
kostantinos;379748116,7;2372642833;21:38:52;
alex;;;21:38:52;ok..now we did cleaned out our log
alex;;;21:38:52;google rules!!!
alex;;;21:38:52;get ready
kostantinos;3797480667;2372643;21:38:53;
kostantinos;3797480333;23726425;21:38:54;
elisavet;37977575;23729309;21:38:54;
elena;;;21:38:54;ok..now we did cleaned out our log
elena;;;21:38:54;google rules!!!
alex;;;21:38:55;google rules!!!
alex;37978283;23723133;21:38:55;
kostantinos;379747983,3;2372642167;21:38:55;
alex;37978286;2372315;21:38:56;
kostantinos;3797480333;2372644;21:38:56;
kostantinos;3797480667;2372645;21:38:57;
kostantinos;379748166,7;23726445;21:38:58;
alex;;;21:38:58;ok..now we did cleaned out our log
alex;;;21:38:58;google rules!!!
alex;;;21:38:58;get ready
danja;;;21:38:58;how far can netless reach
danja;;;21:38:58;new journey, new era
danja;;;21:38:58;free urban node
elena;37978789;23723182;21:38:59;
elena;37978789;23723182;21:38:59;
alex;37978286;23723205;21:38:59;
kostantinos;3797,482;2372643833;21:38:59;
kostantinos;379747983,3;2372643;21:39:00;
alex;37978284;23723216;21:39:00;
phillip;;;21:39:00;free urban node
alex;;;21:39:01;ok..now we did cleaned out our log
alex;;;21:39:01;get ready
kostantinos;3797478333;23726425;21:39:01;
kostantinos;3797476333;2372643333;21:39:02;
danja;;;21:39:03;free urban node
kostantinos;37974,745;23726445;21:39:03;
elisavet;37977622;23729425;21:39:03;
phillip;;;21:39:03;free urban node
phillip;;;21:39:03;how far can netless reach
elena;;;21:39:03;get ready
elena;;;21:39:03;google rules!!!
kostantinos;379747416,7;2372644333;21:39:04;
alex;;;21:39:04;ok..now we did cleaned out our log
alex;;;21:39:04;google rules!!!
alex;;;21:39:04;get ready
kostantinos;379747416,7;2372647167;21:39:05;
