Τμήμα;Γεωγραφικό πλάτος (μοίρες);Γεωγραφικό μήκος (μοίρες);Χρόνος;
kostantinos;3797279167;2373176333;21:50:11;
elina;37975476;23730328;21:50:12;
danja;37983823;23732004;21:50:12;
elena;37979134;23725097;21:50:13;
elena;37979134;23725097;21:50:13;
kostantinos;3797274333;2373170833;21:50:13;
phillip;37980406;23726937;21:50:14;
danja;37983829;23731966;21:50:14;
kostantinos;3797274833;2373170167;21:50:14;
danja;37983832;23731944;21:50:15;
elisavet;37980354;23735015;21:50:15;
kostantinos;3797,275;2373169667;21:50:15;
alex;;;21:50:16;ok..now we did cleaned out our log
alex;;;21:50:16;google rules!!!
alex;;;21:50:16;get ready
kostantinos;379727566,7;237317;21:50:16;
kostantinos;379727633,3;2373169;21:50:17;
elina;37975443;23730229;21:50:17;
kostantinos;3797277333;23731685;21:50:18;
phillip;37980314;23726949;21:50:19;
kostantinos;3797278667;23731675;21:50:19;
alex;;;21:50:19;ok..now we did cleaned out our log
alex;;;21:50:19;google rules!!!
elina;37975402;23730128;21:50:21;
kostantinos;379727833,3;2373171333;21:50:21;
alex;;;21:50:22;ok..now we did cleaned out our log
alex;;;21:50:22;google rules!!!
kostantinos;379728016,7;2373169833;21:50:22;
alex;37977893;23724647;21:50:23;
kostantinos;379728233,3;2373167667;21:50:23;
kostantinos;3797,284;2373166167;21:50:24;
kostantinos;3797285833;23731645;21:50:25;
danja;37983822;23731889;21:50:25;
elisavet;37980448;23734912;21:50:25;
alex;;;21:50:25;google rules!!!
elena;37979325;23725128;21:50:26;
elena;37979325;23725128;21:50:26;
kostantinos;379728733,3;23731645;21:50:26;
danja;37983814;23731883;21:50:26;
kostantinos;3797288333;2373164333;21:50:27;
alex;37977935;2372465;21:50:28;
kostantinos;379728983,3;2373164;21:50:28;
alex;37978034;23724579;21:50:29;
elina;37975391;23729999;21:50:29;
kostantinos;379729133,3;2373163167;21:50:29;
kostantinos;3797292167;2373161833;21:50:30;
phillip;37980226;23726914;21:50:31;
kostantinos;3797292167;23731615;21:50:31;
elisavet;37980537;23734872;21:50:31;
kostantinos;3797292667;2373161167;21:50:32;
elena;37979590;23725185;21:50:33;
elena;37979590;23725185;21:50:33;
elina;37975445;23729918;21:50:33;
kostantinos;3797,293;2373160833;21:50:33;
kostantinos;379729366,7;2373160167;21:50:34;
kostantinos;379729433,3;2373159333;21:50:35;
kostantinos;37972,945;2373159;21:50:36;
phillip;37980113;23726902;21:50:36;
alex;37978023;23724633;21:50:37;
kostantinos;3797294833;2373158667;21:50:37;
alex;3797801;2372466;21:50:38;
kostantinos;3797,295;2373158167;21:50:38;
alex;37978033;23724657;21:50:39;
elena;37979459;23725151;21:50:39;
elena;37979459;23725151;21:50:39;
kostantinos;3797295333;2373157833;21:50:39;
alex;37978063;23724666;21:50:40;
elisavet;37980626;23734891;21:50:40;
kostantinos;3797295333;2373157667;21:50:40;
alex;37978084;2372467;21:50:41;
phillip;37980024;23726880;21:50:41;
kostantinos;37972,955;2373157667;21:50:41;
alex;3797813;23724655;21:50:42;
kostantinos;379729566,7;23731575;21:50:42;
elina;37975474;23729821;21:50:43;
kostantinos;379729566,7;23731575;21:50:43;
kostantinos;379729583,3;23731575;21:50:44;
danja;37983816;23731842;21:50:44;
alex;37978169;23724641;21:50:45;
danja;37983823;23731818;21:50:45;
kostantinos;3797296833;2373157167;21:50:45;
kostantinos;379729833,3;2373156;21:50:46;
alex;37978179;23724645;21:50:46;
elena;37979932;23725122;21:50:46;
elena;37979932;23725122;21:50:46;
danja;37983829;23731773;21:50:47;
kostantinos;3797,299;2373155167;21:50:47;
danja;37983831;23731753;21:50:48;
kostantinos;3797301333;2373154667;21:50:48;
kostantinos;3797301833;2373156;21:50:49;
phillip;37979934;23726853;21:50:49;
kostantinos;37973,025;23731555;21:50:50;
alex;3797822;23724659;21:50:51;
kostantinos;3797,303;2373154333;21:50:51;
danja;37983837;237317;21:50:52;
alex;3797822;23724677;21:50:52;
elina;37975543;23729733;21:50:52;
kostantinos;379730283,3;23731535;21:50:52;
elena;37979656;23725133;21:50:53;
elena;37979656;23725133;21:50:53;
danja;37983838;23731688;21:50:53;
kostantinos;379730266,7;2373151833;21:50:53;
alex;;;21:50:53;get ready
kostantinos;379730283,3;237315;21:50:54;
phillip;37979843;23726835;21:50:54;
elena;37979479;23725123;21:50:55;
elena;37979479;23725123;21:50:55;
danja;37983828;23731647;21:50:55;
elisavet;37980638;23734753;21:50:55;
kostantinos;379730266,7;2373148667;21:50:55;
alex;;;21:50:56;ok..now we did cleaned out our log
danja;3798383;2373162;21:50:56;
kostantinos;379730283,3;2373147167;21:50:56;
kostantinos;3797303167;23731455;21:50:57;
danja;37983835;2373157;21:50:58;
phillip;37979755;23726802;21:50:58;
kostantinos;37973,025;23731435;21:50:58;
alex;;;21:50:59;get ready
alex;37978253;23724696;21:50:59;
danja;3798384;23731546;21:50:59;
kostantinos;3797,302;2373142333;21:50:59;
kostantinos;3797301833;2373141;21:51:00;
alex;37978272;23724697;21:51:00;
elena;37979696;23725125;21:51:01;
elena;37979696;23725125;21:51:01;
danja;37983851;23731501;21:51:01;
elisavet;37980659;23734600;21:51:01;
kostantinos;37973,015;2373139833;21:51:01;
alex;;;21:51:02;ok..now we did cleaned out our log
kostantinos;379730216,7;2373138;21:51:02;
phillip;37979663;23726783;21:51:02;
danja;37983854;23731477;21:51:02;
alex;37978307;23724728;21:51:03;
elina;37975511;23729639;21:51:03;
danja;37983857;2373142;21:51:04;
alex;37978323;23724743;21:51:04;
danja;37983855;23731389;21:51:05;
elena;;;21:51:05;google rules!!!
alex;;;21:51:06;ok..now we did cleaned out our log
alex;;;21:51:06;get ready
alex;3797836;23724757;21:51:06;
danja;3798385;23731359;21:51:06;
alex;3797837;2372476;21:51:07;
elina;37975543;23729531;21:51:07;
danja;37983837;23731326;21:51:07;
kostantinos;3797,279;2373143833;21:51:07;
phillip;37979564;23726777;21:51:08;
danja;37983816;23731291;21:51:08;
kostantinos;3797283667;2373138833;21:51:08;
danja;3798379;23731261;21:51:09;
danja;37983761;23731237;21:51:10;
kostantinos;379727783,3;23731395;21:51:10;
elisavet;37980634;23734475;21:51:10;
alex;37978361;23724805;21:51:11;
danja;37983736;23731218;21:51:11;
kostantinos;379727383,3;2373141167;21:51:11;
alex;3797836;23724828;21:51:12;
danja;37983711;23731195;21:51:12;
danja;37983688;23731171;21:51:13;
phillip;37979454;23726786;21:51:14;
kostantinos;379727533,3;23731395;21:51:14;
elena;37979877;23724757;21:51:15;
elena;37979877;23724757;21:51:15;
alex;3797835;23724882;21:51:15;
danja;37983682;23731124;21:51:15;
alex;37978331;23724937;21:51:16;
elina;37975548;23729420;21:51:16;
danja;3798369;23731105;21:51:16;
elisavet;37980620;23734350;21:51:16;
kostantinos;379728266,7;2373135667;21:51:16;
kostantinos;3797287833;2373132833;21:51:18;
phillip;37979363;23726774;21:51:19;
danja;37983686;23731051;21:51:19;
kostantinos;3797290333;23731315;21:51:19;
alex;37978342;23724991;21:51:20;
danja;37983683;23731044;21:51:20;
kostantinos;3797,292;23731305;21:51:20;
alex;37978353;23724987;21:51:21;
elina;37975601;23729330;21:51:21;
elena;37980349;23724054;21:51:22;
elena;37980349;23724054;21:51:22;
elisavet;37980578;23734229;21:51:22;
kostantinos;3797,298;2373126667;21:51:22;
phillip;37979259;23726768;21:51:24;
danja;37983668;23730998;21:51:24;
kostantinos;379730433,3;2373121833;21:51:24;
kostantinos;3797306333;2373121;21:51:25;
danja;37983663;23730991;21:51:25;
kostantinos;37973,085;2373121;21:51:26;
elina;37975685;23729277;21:51:26;
kostantinos;379730933,3;2373120667;21:51:27;
elena;37980278;23724329;21:51:28;
elena;37980278;23724329;21:51:28;
phillip;37979163;23726740;21:51:28;
elisavet;37980536;23734125;21:51:28;
kostantinos;3797310167;2373120833;21:51:28;
kostantinos;3797,311;2373120667;21:51:29;
kostantinos;3797312167;2373120167;21:51:30;
kostantinos;379731366,7;237312;21:51:31;
alex;37978379;23724945;21:51:31;
alex;379784;2372493;21:51:32;
danja;37983621;23731012;21:51:32;
phillip;37979070;23726703;21:51:33;
elina;37975638;23729184;21:51:33;
danja;37983617;23731004;21:51:33;
kostantinos;379731333,3;2373121167;21:51:33;
alex;37978379;23724963;21:51:34;
kostantinos;3797315333;2373121;21:51:35;
alex;37978367;23724995;21:51:35;
elisavet;37980497;23734009;21:51:35;
alex;37978357;23725073;21:51:36;
danja;37983591;23730972;21:51:36;
kostantinos;3797316833;2373117833;21:51:36;
alex;37978355;23725083;21:51:37;
danja;37983579;23730958;21:51:37;
alex;37978329;23725129;21:51:38;
kostantinos;379731866,7;2373116833;21:51:38;
kostantinos;3797319333;23731165;21:51:39;
danja;37983566;23730909;21:51:40;
kostantinos;379732;2373116333;21:51:40;
elena;37980190;23724596;21:51:41;
elena;37980190;23724596;21:51:41;
danja;37983567;23730892;21:51:41;
kostantinos;37973,205;2373116333;21:51:41;
alex;;;21:51:41;how far can netless reach
alex;;;21:51:41;new journey, new era
elina;37975624;23729068;21:51:42;
kostantinos;379732066,7;2373116333;21:51:42;
kostantinos;37973,215;2373115667;21:51:43;
danja;37983562;23730837;21:51:44;
kostantinos;379732216,7;2373114333;21:51:44;
alex;37978286;23725131;21:51:45;
phillip;37979060;23726589;21:51:45;
danja;37983557;23730818;21:51:45;
elisavet;37980423;23733889;21:51:45;
kostantinos;379732533,3;237311;21:51:46;
alex;37978263;23725148;21:51:46;
danja;37983536;23730772;21:51:47;
kostantinos;3797326333;2373108833;21:51:47;
alex;37978226;2372517;21:51:48;
danja;37983518;23730743;21:51:48;
kostantinos;379732716,7;2373108333;21:51:48;
alex;37978215;23725184;21:51:49;
elena;37980070;23725772;21:51:49;
elena;37980070;23725772;21:51:49;
elina;37975575;23728975;21:51:49;
danja;37983498;23730715;21:51:49;
kostantinos;379732733,3;2373109000;21:51:49;
phillip;37978987;23726499;21:51:50;
danja;37983472;23730684;21:51:50;
kostantinos;37973,275;2373109333;21:51:50;
alex;37978183;23725206;21:51:51;
danja;37983449;23730657;21:51:51;
kostantinos;379732766,7;2373109833;21:51:51;
alex;3797817;2372521;21:51:52;
danja;37983429;23730635;21:51:52;
kostantinos;3797328167;2373109833;21:51:52;
elisavet;37980399;23733755;21:51:53;
kostantinos;37973,285;2373109667;21:51:53;
alex;37978143;2372525;21:51:54;
danja;37983405;23730603;21:51:54;
kostantinos;379732866,7;2373109667;21:51:54;
alex;3797813;2372526;21:51:55;
phillip;37978907;23726423;21:51:55;
elina;37975593;23728865;21:51:55;
danja;37983401;23730588;21:51:55;
kostantinos;3797,329;2373109667;21:51:55;
kostantinos;379733116,7;2373108667;21:51:56;
elena;37980248;23725081;21:51:57;
elena;37980248;23725081;21:51:57;
kostantinos;379733233,3;23731085;21:51:57;
kostantinos;3797,333;23731085;21:51:58;
kostantinos;3797333333;2373108667;21:51:59;
phillip;37978847;23726326;21:52:00;
danja;37983381;23730537;21:52:00;
kostantinos;3797333333;2373108833;21:52:00;
danja;37983373;23730529;21:52:01;
kostantinos;37973,335;2373109000;21:52:01;
elisavet;37980366;23733643;21:52:02;
kostantinos;379733366,7;2373109167;21:52:02;
danja;37983349;237305;21:52:03;
elena;37980261;23725220;21:52:03;
elena;37980261;23725220;21:52:03;
kostantinos;379733366,7;2373109167;21:52:03;
danja;37983332;23730485;21:52:04;
kostantinos;379733383,3;2373109167;21:52:04;
danja;37983296;23730457;21:52:05;
kostantinos;3797,334;2373109167;21:52:05;
phillip;37978801;23726210;21:52:06;
elina;37975648;23728782;21:52:06;
danja;37983282;23730447;21:52:06;
alex;37978089;23725272;21:52:07;
elina;37975741;23728823;21:52:07;
kostantinos;379733633,3;2373105667;21:52:07;
danja;37983249;2373042;21:52:08;
alex;37978079;23725274;21:52:08;
kostantinos;3797336667;2373105167;21:52:08;
danja;37983241;2373041;21:52:09;
elisavet;37980300;23733473;21:52:09;
kostantinos;379733683,3;2373104833;21:52:09;
elena;37980084;23726386;21:52:10;
elena;37980084;23726386;21:52:10;
elina;37975638;23728751;21:52:10;
phillip;37978747;23726112;21:52:11;
kostantinos;379734;2373101333;21:52:11;
kostantinos;379734066,7;2373104167;21:52:12;
kostantinos;379734033,3;2373105167;21:52:13;
kostantinos;3797343833;2373104333;21:52:15;
phillip;37978676;23726030;21:52:16;
kostantinos;3797,343;2373104167;21:52:16;
elena;37979959;23726050;21:52:17;
elena;37979959;23726050;21:52:17;
elina;37975621;23728642;21:52:17;
kostantinos;379734333,3;23731035;21:52:17;
kostantinos;3797344167;2373103;21:52:18;
alex;37978041;23725291;21:52:19;
kostantinos;37973,455;2373101833;21:52:19;
alex;37978025;23725283;21:52:20;
kostantinos;379734516,7;2373100833;21:52:20;
kostantinos;37973,465;2373099333;21:52:21;
elisavet;37980242;23733384;21:52:22;
kostantinos;379734666,7;2373099167;21:52:22;
phillip;37978578;23726066;21:52:23;
kostantinos;379734716,7;2373098833;21:52:23;
elina;37975680;23728569;21:52:24;
kostantinos;379734683,3;2373097333;21:52:24;
alex;37978067;23725291;21:52:25;
elena;37980106;23725490;21:52:25;
elena;37980106;23725490;21:52:25;
kostantinos;3797,347;2373095667;21:52:25;
alex;37978075;23725296;21:52:26;
kostantinos;3797348333;2373093333;21:52:26;
kostantinos;379735133,3;23730915;21:52:27;
kostantinos;3797352667;23730905;21:52:28;
kostantinos;3797352833;2373090667;21:52:29;
kostantinos;379735366,7;2373088;21:52:30;
alex;37978107;23725311;21:52:31;
elena;37980072;23725869;21:52:31;
elena;37980072;23725869;21:52:31;
phillip;37978487;23726118;21:52:31;
kostantinos;379735383,3;2373086333;21:52:31;
alex;37978122;23725312;21:52:32;
kostantinos;379735366,7;2373085333;21:52:32;
elisavet;37980186;23733294;21:52:33;
kostantinos;3797353333;2373084833;21:52:33;
alex;37978158;2372531;21:52:34;
elina;37975741;23728500;21:52:34;
kostantinos;37973,545;2373082667;21:52:34;
alex;37978169;23725317;21:52:35;
danja;37983219;23730369;21:52:35;
kostantinos;3797355167;2373081333;21:52:35;
danja;37983211;23730359;21:52:36;
kostantinos;37973,555;2373081000;21:52:36;
kostantinos;3797,356;237308;21:52:37;
alex;37978174;23725367;21:52:38;
elena;37979971;23726097;21:52:38;
elena;37979971;23726097;21:52:38;
elina;37975748;23728357;21:52:38;
kostantinos;379735616,7;2373079333;21:52:38;
alex;37978161;23725394;21:52:39;
phillip;37978399;23726070;21:52:39;
kostantinos;3797,357;2373078333;21:52:39;
danja;37983194;23730309;21:52:40;
kostantinos;379735883,3;2373077667;21:52:40;
kostantinos;37973,605;2373076;21:52:41;
danja;37983194;23730294;21:52:41;
elisavet;37980265;23733236;21:52:41;
kostantinos;3797361667;2373074333;21:52:42;
alex;37978157;23725439;21:52:43;
phillip;37978343;23725958;21:52:43;
kostantinos;3797,363;23730725;21:52:43;
alex;37978157;23725453;21:52:44;
elena;37979942;23726247;21:52:44;
elena;37979942;23726247;21:52:44;
alex;37978118;23725485;21:52:45;
danja;37983192;23730241;21:52:45;
kostantinos;379737;2373070333;21:52:45;
alex;37978089;23725514;21:52:46;
danja;37983185;23730227;21:52:46;
kostantinos;379737183,3;23730705;21:52:46;
alex;37978081;2372553;21:52:47;
phillip;37978290;23725825;21:52:47;
kostantinos;3797373167;2373070167;21:52:47;
danja;37983169;23730177;21:52:49;
kostantinos;3797,375;2373064167;21:52:49;
danja;3798316;2373016;21:52:50;
alex;37978092;23725584;21:52:50;
kostantinos;379737683,3;2373061167;21:52:50;
alex;37978129;23725618;21:52:51;
alex;37978153;23725645;21:52:52;
phillip;37978232;23725719;21:52:52;
phillip;37978232;23725719;21:52:52;
danja;37983132;23730126;21:52:52;
alex;37978159;23725671;21:52:53;
danja;37983114;23730104;21:52:53;
kostantinos;3797,382;2373058667;21:52:53;
danja;37983099;23730075;21:52:54;
danja;37983093;23730046;21:52:55;
kostantinos;379738016,7;23730545;21:52:55;
kostantinos;379737816,7;2373052167;21:52:56;
danja;37983095;237300;21:52:57;
elena;37979892;23726146;21:52:57;
elena;37979892;23726146;21:52:57;
danja;37983097;23729979;21:52:58;
kostantinos;379737033,3;2373043833;21:52:59;
kostantinos;37973,695;23730425;21:53:00;
danja;3798311;23729934;21:53:01;
kostantinos;3797368667;2373040833;21:53:01;
danja;37983114;23729917;21:53:02;
kostantinos;3797368333;2373039333;21:53:02;
kostantinos;3797,368;2373038167;21:53:03;
danja;37983126;23729875;21:53:04;
kostantinos;379736766,7;2373037333;21:53:04;
danja;37983135;2372985;21:53:05;
alex;37978163;23725726;21:53:05;
alex;37978119;23725817;21:53:06;
kostantinos;3797,354;2373023333;21:53:07;
kostantinos;3797353333;2373022667;21:53:08;
danja;37983157;23729802;21:53:09;
kostantinos;37973,535;2373022333;21:53:09;
elena;37979984;23726403;21:53:10;
elena;37979984;23726403;21:53:10;
elina;37975829;23728332;21:53:10;
danja;37983156;23729797;21:53:10;
kostantinos;379735383,3;2373021833;21:53:10;
kostantinos;3797354667;23730205;21:53:11;
kostantinos;379735483,3;2373020167;21:53:12;
kostantinos;379735416,7;2373019;21:53:13;
elina;37975806;23728224;21:53:13;
kostantinos;379735383,3;2373017667;21:53:14;
kostantinos;379735366,7;2373017333;21:53:15;
kostantinos;3797353167;2373016833;21:53:16;
elena;37980063;23726307;21:53:17;
elena;37980063;23726307;21:53:17;
kostantinos;3797352833;2373016667;21:53:17;
kostantinos;3797352667;23730165;21:53:18;
danja;3798315;23729742;21:53:19;
kostantinos;3797352667;23730165;21:53:19;
danja;37983141;2372974;21:53:20;
kostantinos;37973,525;23730165;21:53:20;
elina;37975848;23728134;21:53:21;
kostantinos;3797352833;2373017833;21:53:21;
kostantinos;3797353333;2373019;21:53:22;
alex;37978113;2372582;21:53:23;
kostantinos;379735366,7;2373019333;21:53:23;
alex;37978089;23725897;21:53:24;
kostantinos;37973,535;2373019833;21:53:24;
kostantinos;3797353333;237302;21:53:25;
elena;37979996;23726680;21:53:25;
elena;37979996;23726680;21:53:25;
danja;37983112;23729703;21:53:27;
kostantinos;3797355333;2373024667;21:53:27;
danja;37983103;23729696;21:53:28;
kostantinos;3797355333;2373025167;21:53:28;
alex;37978056;23725872;21:53:29;
kostantinos;3797355333;2373025833;21:53:29;
kostantinos;379735433,3;2373026;21:53:30;
alex;37978047;23725863;21:53:31;
kostantinos;379735416,7;2373026667;21:53:31;
danja;37983077;23729649;21:53:32;
kostantinos;379735433,3;2373027333;21:53:32;
kostantinos;37973,545;2373028;21:53:33;
elina;37975892;23728038;21:53:33;
danja;3798307;23729633;21:53:33;
kostantinos;379735483,3;2373028167;21:53:34;
elina;37975958;23727929;21:53:35;
danja;37983055;23729599;21:53:35;
kostantinos;37973,555;2373030333;21:53:35;
elina;37975999;23727836;21:53:36;
danja;37983047;23729583;21:53:36;
kostantinos;3797,356;23730315;21:53:36;
elena;37979907;23726761;21:53:37;
elena;37979907;23726761;21:53:37;
kostantinos;379735616,7;2373032167;21:53:37;
elina;37976069;23727690;21:53:38;
danja;37983027;23729542;21:53:38;
kostantinos;3797357167;2373032833;21:53:38;
danja;37983016;23729516;21:53:39;
kostantinos;3797357833;2373034333;21:53:39;
elina;37976121;23727604;21:53:40;
kostantinos;379735816,7;2373036333;21:53:40;
danja;37982999;23729486;21:53:41;
kostantinos;37973,585;2373037667;21:53:41;
danja;37982982;23729475;21:53:42;
kostantinos;37973,605;2373039167;21:53:42;
kostantinos;37973,615;23730405;21:53:43;
kostantinos;37973,625;2373041;21:53:44;
elena;37980117;23726909;21:53:44;
elena;37980117;23726909;21:53:44;
danja;37982957;23729449;21:53:44;
elina;37976110;23727497;21:53:45;
danja;37982946;23729438;21:53:45;
kostantinos;3797,363;2373041333;21:53:45;
elena;37980266;23727459;21:53:46;
elena;37980266;23727459;21:53:46;
kostantinos;379736466,7;23730425;21:53:46;
kostantinos;37973,655;2373043167;21:53:47;
danja;37982914;23729402;21:53:48;
kostantinos;37973,655;23730415;21:53:48;
danja;37982904;23729392;21:53:49;
elisavet;37980258;23733120;21:53:49;
kostantinos;37973,655;2373040833;21:53:49;
kostantinos;3797368167;2373039167;21:53:50;
danja;37982872;2372939;21:53:51;
kostantinos;379736933,3;2373038833;21:53:51;
danja;37982852;23729394;21:53:52;
elisavet;37980242;23732998;21:53:53;
danja;37982809;23729407;21:53:55;
kostantinos;379739683,3;2373019667;21:53:55;
danja;37982798;2372941;21:53:56;
kostantinos;379740083,3;2373017333;21:53:57;
kostantinos;37974,015;23730175;21:53:58;
danja;37982758;23729413;21:53:59;
elisavet;37980218;23732874;21:53:59;
danja;37982744;23729413;21:54:00;
kostantinos;379740816,7;2373012667;21:54:00;
kostantinos;3797408667;2373012333;21:54:01;
kostantinos;3797,409;2373014;21:54:02;
elina;37976114;23727394;21:54:02;
danja;37982702;23729421;21:54:03;
kostantinos;379740966,7;2373013333;21:54:03;
danja;37982681;23729422;21:54:04;
kostantinos;3797410667;2373012667;21:54:04;
kostantinos;3797,411;23730125;21:54:05;
danja;37982642;23729423;21:54:06;
kostantinos;3797411333;23730125;21:54:06;
elisavet;37980184;23732769;21:54:06;
danja;37982622;23729423;21:54:07;
kostantinos;37974,125;2373011833;21:54:07;
kostantinos;3797413167;2373011167;21:54:08;
danja;37982578;2372942;21:54:09;
danja;37982557;23729421;21:54:10;
kostantinos;3797,415;2373016667;21:54:10;
elina;37976032;23727407;21:54:11;
kostantinos;3797415667;23730165;21:54:11;
danja;37982516;23729421;21:54:12;
kostantinos;3797415833;2373016333;21:54:12;
danja;37982499;23729425;21:54:13;
kostantinos;379741616,7;2373016333;21:54:13;
elisavet;37980126;23732678;21:54:14;
kostantinos;379741666,7;2373017833;21:54:14;
danja;37982471;2372944;21:54:15;
kostantinos;37974,175;23730185;21:54:15;
danja;37982457;23729449;21:54:16;
kostantinos;3797417833;23730185;21:54:16;
kostantinos;3797,418;2373018667;21:54:17;
kostantinos;379741866,7;237302;21:54:18;
danja;37982426;2372947;21:54:18;
danja;3798241;2372948;21:54:19;
kostantinos;3797419667;2373020667;21:54:19;
kostantinos;3797420167;2373021;21:54:20;
elisavet;37980091;23732566;21:54:20;
danja;37982374;237295;21:54:21;
elina;37975954;23727449;21:54:21;
kostantinos;379742066,7;2373021333;21:54:21;
danja;37982356;23729509;21:54:22;
kostantinos;379742083,3;2373021167;21:54:22;
kostantinos;379742133,3;2373022333;21:54:23;
elena;37979853;23726934;21:54:24;
elena;37979853;23726934;21:54:24;
danja;37982319;23729527;21:54:24;
kostantinos;37974,215;2373022833;21:54:24;
danja;37982306;23729529;21:54:25;
kostantinos;3797,422;2373024333;21:54:25;
kostantinos;3797422167;23730245;21:54:26;
elina;37975873;23727453;21:54:28;
kostantinos;3797,423;23730285;21:54:28;
kostantinos;3797,423;2373029;21:54:29;
elisavet;37980104;23732443;21:54:29;
danja;37982289;23729568;21:54:30;
kostantinos;379742266,7;2373028333;21:54:30;
elena;37979676;23727531;21:54:31;
elena;37979676;23727531;21:54:31;
danja;37982273;23729582;21:54:31;
kostantinos;379742266,7;2373029333;21:54:31;
kostantinos;37974,225;2373030333;21:54:32;
danja;37982231;23729603;21:54:33;
kostantinos;3797422333;2373031167;21:54:33;
kostantinos;3797422167;2373032;21:54:34;
danja;37982209;23729614;21:54:34;
danja;37982178;23729634;21:54:35;
kostantinos;37974,235;2373034167;21:54:35;
danja;37982144;23729661;21:54:36;
kostantinos;3797424167;2373035333;21:54:36;
danja;37982115;2372969;21:54:37;
elisavet;37980074;23732304;21:54:37;
kostantinos;3797424667;2373035833;21:54:37;
elena;37979539;23727511;21:54:38;
elena;37979539;23727511;21:54:38;
danja;37982088;23729716;21:54:38;
kostantinos;3797,425;2373036333;21:54:38;
danja;37982061;2372974;21:54:39;
danja;37982035;23729762;21:54:40;
kostantinos;37974,265;2373030833;21:54:40;
danja;37982011;23729786;21:54:41;
kostantinos;37974,275;2373029167;21:54:41;
danja;37981989;23729809;21:54:42;
kostantinos;379742816,7;2373028333;21:54:42;
danja;3798197;23729831;21:54:43;
kostantinos;3797428667;2373028833;21:54:43;
elena;37979439;23727578;21:54:44;
elena;37979439;23727578;21:54:44;
danja;37981953;23729853;21:54:44;
kostantinos;379743;2373029667;21:54:44;
kostantinos;379743033,3;23730285;21:54:45;
kostantinos;379743066,7;2373028;21:54:46;
danja;37981923;23729888;21:54:46;
kostantinos;379743083,3;237303;21:54:47;
danja;3798191;23729903;21:54:47;
elisavet;37980016;23732167;21:54:47;
kostantinos;3797431167;2373031167;21:54:48;
kostantinos;3797431333;23730315;21:54:49;
danja;37981907;23729951;21:54:50;
kostantinos;3797431333;2373031667;21:54:50;
elena;37979335;23727554;21:54:51;
elena;37979335;23727554;21:54:51;
danja;37981936;23729969;21:54:51;
kostantinos;379743166,7;23730315;21:54:51;
kostantinos;379743233,3;2373032;21:54:52;
danja;37981964;23729997;21:54:53;
elisavet;37979991;23732038;21:54:53;
danja;3798197;23730007;21:54:54;
kostantinos;3797444833;2373033333;21:54:55;
kostantinos;3797,446;2373034667;21:54:56;
elena;37979516;23727528;21:54:57;
elena;37979516;23727528;21:54:57;
danja;37981956;23730049;21:54:59;
kostantinos;379746133,3;2373029333;21:54:59;
danja;37981946;2373006;21:55:00;
kostantinos;3797,462;2373031333;21:55:00;
kostantinos;3797462667;2373033167;21:55:01;
danja;37981921;2373008;21:55:02;
elisavet;37979950;23731936;21:55:02;
kostantinos;379746366,7;2373033333;21:55:02;
danja;37981906;23730088;21:55:03;
kostantinos;3797464667;23730345;21:55:03;
kostantinos;3797465333;2373035;21:55:04;
elena;37979391;23727494;21:55:04;
elena;37979391;23727494;21:55:04;
danja;37981873;237301;21:55:05;
kostantinos;379746583,3;2373035667;21:55:05;
danja;37981856;23730106;21:55:06;
kostantinos;379746866,7;2373035333;21:55:06;
elina;37975790;23727376;21:55:08;
danja;37981818;23730122;21:55:08;
kostantinos;379747083,3;2373039667;21:55:08;
danja;37981798;2373013;21:55:09;
kostantinos;3797471667;2373041833;21:55:09;
elena;37979282;23727470;21:55:10;
elena;37979282;23727470;21:55:10;
danja;37981764;23730153;21:55:11;
kostantinos;3797,479;2373040667;21:55:11;
elina;37975700;23727365;21:55:12;
danja;37981749;23730165;21:55:12;
kostantinos;379748133,3;2373038833;21:55:12;
elisavet;37979842;23731904;21:55:13;
kostantinos;37974,835;2373037333;21:55:13;
elina;37975619;23727360;21:55:14;
danja;3798172;23730183;21:55:14;
danja;37981707;23730188;21:55:15;
kostantinos;3797489167;23730355;21:55:15;
kostantinos;379749016,7;23730355;21:55:16;
elina;37975532;23727347;21:55:17;
elena;37979057;23727514;21:55:17;
elena;37979057;23727514;21:55:17;
elisavet;37979742;23731964;21:55:17;
kostantinos;379749083,3;2373035833;21:55:17;
kostantinos;379749783,3;2373032333;21:55:19;
danja;37981666;23730188;21:55:20;
kostantinos;379749916,7;2373032167;21:55:20;
danja;37981662;23730178;21:55:21;
kostantinos;379749966,7;2373033167;21:55:21;
kostantinos;379750416,7;2373032667;21:55:23;
kostantinos;379750383,3;2373033667;21:55:24;
kostantinos;37975,035;2373035;21:55:25;
kostantinos;379751016,7;2373033;21:55:27;
kostantinos;379751083,3;2373034667;21:55:28;
kostantinos;379751116,7;2373035833;21:55:29;
kostantinos;3797511833;2373036;21:55:30;
elina;37975444;23727248;21:55:30;
elena;37978944;23727507;21:55:30;
elena;37978944;23727507;21:55:30;
kostantinos;379751266,7;2373036333;21:55:31;
danja;;;21:55:32;new journey, new era
kostantinos;379751466,7;2373039167;21:55:32;
kostantinos;379752;23730365;21:55:34;
kostantinos;379752033,3;2373037333;21:55:35;
kostantinos;379752033,3;2373038667;21:55:36;
danja;37981623;23730151;21:55:37;
kostantinos;3797520667;2373040167;21:55:37;
